ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD)
78050,104-CI-T30,FPQ-4509,SCMS-56640,ASN-6775,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,10/29/09,11/9/09,7-May-10,7-May-10,7-May-10,ARV,Pediatric,BRISTOL-MYERS SQUIBB,"Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,Chewable/dispersible tablet,60,1888,17936.0,9.5,0.16,"BMS Meymac, France",Yes,368.0,824.37,38.67
78071,108-VN-T30,FPQ-5065,SCMS-65030,ASN-6208,Vietnam,PMO - US,Direct Drop,EXW,Air,2/10/10,2/10/10,26-Mar-10,26-Mar-10,26-Mar-10,ARV,Adult,Aurobindo Pharma Limited,"Didanosine 250mg, delayed-release capsules, 30 Caps",Didanosine,Generic,250mg,Delayed-release capsules,30,252,3276.0,13.0,0.43,"Aurobindo Unit III, India",Yes,17.0,436.62,7.06
78090,161-ZA-T30,FPQ-6262,SCMS-83790,ASN-9182,South Africa,PMO - US,Direct Drop,DDP,Ocean,8/31/10,9/24/10,31-Dec-10,31-Dec-10,31-Dec-10,ARV,Pediatric,Aurobindo Pharma Limited,"Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,22920,54778.8,2.39,0.08,"Aurobindo Unit III, India",Yes,1291.0,4429.37,118.1
78120,108-VN-T30,FPQ-7427,SCMS-105500,ASN-12079,Vietnam,PMO - US,Direct Drop,EXW,Air,3/31/11,4/14/11,19-Oct-11,19-Oct-11,19-Oct-11,ARV,Adult,HETERO LABS LIMITED,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,7000,17010.0,2.43,0.04,Hetero Unit III Hyderabad IN,Yes,512.0,6015.18,28.07
78140,108-VN-T30,FPQ-9576,SCMS-145310,ASN-16124,Vietnam,PMO - US,Direct Drop,EXW,Air,4/11/12,6/11/12,2-Oct-12,2-Oct-12,2-Oct-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,2335,21832.25,9.35,0.16,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,30.61
78184,108-VN-T30,FPQ-7427,SCMS-105540,ASN-11855,Vietnam,PMO - US,Direct Drop,EXW,Air,3/31/11,4/14/11,21-Sep-11,21-Sep-11,21-Sep-11,ARV,Adult,HETERO LABS LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9751,79958.2,8.2,0.14,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,131.93
78198,104-CI-T30,FPQ-12714,SCMS-204990,ASN-22826,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,7/30/13,9/2/13,29-Nov-13,29-Nov-13,2-Dec-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Ritonavir 100mg [Norvir], film coated tablets, 60 Tabs",Ritonavir,Norvir,100mg,Tablet,60,3000,20550.0,6.85,0.11,ABBVIE Ludwigshafen Germany,Yes,387.0,6020.48,25.42
78201,161-ZA-T30,FPQ-5303,SCMS-68980,ASN-7688,South Africa,PMO - US,Direct Drop,DDP,Air,3/18/10,3/19/10,24-Aug-10,20-Sep-10,20-Sep-10,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,16999,43007.47,2.53,0.04,"Aurobindo Unit III, India",Yes,912.0,1791.42,92.72
78220,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28034,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,239,7826.72,32.75,0.55,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,9.68
78244,116-ZA-T30,FPQ-11828,SCMS-183950,ASN-19166,South Africa,South Africa Field Office,Direct Drop,DDP,Truck,3/18/13,Date Not Captured,16-Apr-13,16-Apr-13,16-Apr-13,ARV,Adult,S. BUYS WHOLESALER,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,337,1357.12,4.03,0.07,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,1.68
78301,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,7,153.07,21.87,0.73,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.19
78303,104-CI-T30,FPQ-8327,SCMS-123880,ASN-14080,Côte d'Ivoire,PMO - US,Direct Drop,CIP,Air,9/8/11,9/30/11,10-Apr-12,10-Apr-12,10-Apr-12,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,2052,34801.92,16.96,0.09,"MSD, Haarlem, NL",Yes,605.0,1416.03,57.42
78362,101-CD-T30,FPQ-11103,SCMS-170610,ASN-18066,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,12/7/12,1/3/13,15-Mar-13,15-Mar-13,15-Mar-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,60,356.4,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,13.0,707.19,0.44
78397,901-NA-T30,FPQ-14689,SCMS-253430,ASN-28398,Namibia,PMO - US,Direct Drop,EXW,Air,7/30/14,8/29/14,13-Oct-14,13-Oct-14,13-Oct-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,21050,73675.0,3.5,0.12,"Hetero, Jadcherla, unit 5, IN",Yes,1812.0,8683.99,75.74
78403,106-HT-T30,FPQ-7649,SCMS-108900,ASN-13724,Haiti,PMO - US,Direct Drop,CIP,Air,4/27/11,5/30/11,14-Mar-12,14-Mar-12,14-Mar-12,ARV,Pediatric,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),"Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180,255,4324.8,16.96,0.09,"MSD, Haarlem, NL",Yes,72.0,290.0,7.14
78407,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27976,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,328,3230.11,9.85,0.16,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,4.0
78427,101-CD-T30,FPQ-11103,SCMS-170610,ASN-18067,"Congo, DRC",PMO - US,Direct Drop,FCA,Air,12/7/12,1/3/13,15-Mar-13,3-Apr-13,3-Apr-13,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,24,142.56,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,8.0,767.87,0.18
78479,106-HT-T30,FPQ-12590,SCMS-210430,ASN-22715,Haiti,PMO - US,Direct Drop,FCA,Air,8/21/13,10/22/13,12-Dec-13,12-Dec-13,13-Dec-13,ARV,Adult,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,1865,36031.8,19.32,0.16,ABBVIE Ludwigshafen Germany,Yes,463.0,3222.27,44.57
78532,102-BW-T30,FPQ-6645,SCMS-92600,ASN-9740,Botswana,PMO - US,Direct Drop,EXW,Air,11/11/10,12/2/10,2-Mar-11,2-Mar-11,2-Mar-11,HRDT,HIV test,"Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,,Test kit,25,40,800.0,20.0,0.8,"Standard Diagnostics, Korea",Yes,14.0,706.18,1.32
78550,116-ZA-T30,FPQ-13973,SCMS-238555,ASN-29257,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,11/4/14,5-Nov-14,5-Nov-14,5-Nov-14,ARV,Adult,PHARMACY DIRECT,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,125,1949.5,15.6,0.52,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,2.0
78603,108-VN-T30,FPQ-7565,SCMS-107660,ASN-12154,Vietnam,PMO - US,Direct Drop,EXW,Air,4/21/11,5/2/11,18-Oct-11,18-Oct-11,18-Oct-11,ARV,Adult,HETERO LABS LIMITED,"Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,18000,26100.0,1.45,0.02,Hetero Unit III Hyderabad IN,Yes,1390.0,11311.6,43.06
78714,108-VN-T30,FPQ-10811,SCMS-164580,ASN-18662,Vietnam,PMO - US,Direct Drop,EXW,Air,10/15/12,11/7/12,3-Apr-13,3-Apr-13,3-Apr-13,ARV,Adult,HETERO LABS LIMITED,"Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,327,4218.3,12.9,0.22,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,5.22
78727,107-RW-T30,FPQ-4854,SCMS-63651,ASN-6747,Rwanda,PMO - US,Direct Drop,FCA,Air,1/6/10,1/20/10,30-Apr-10,30-Apr-10,30-Apr-10,ARV,Pediatric,Hoffmann-La Roche ltd Basel,"Nelfinavir 50mg/g [Viracept], oral powder, 144g",Nelfinavir,Viracept,50mg/g,Oral powder,144,148,5429.5,36.69,0.25,Roche Basel,Yes,27.0,1253.71,11.71
78729,108-VN-T30,FPQ-4720,SCMS-62470,ASN-6341,Vietnam,PMO - US,Direct Drop,EXW,Air,1/4/09,1/12/10,1-Apr-10,1-Apr-10,1-Apr-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,16800,43680.0,2.6,0.04,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,94.17
78733,161-ZA-T30,FPQ-7175,SCMS-103400,ASN-12376,South Africa,PMO - US,Direct Drop,DDP,Ocean,3/10/11,3/24/11,22-Nov-11,22-Nov-11,22-Nov-11,ARV,Adult,Aurobindo Pharma Limited,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,9829,71751.7,7.3,0.12,"Aurobindo Unit III, India",Yes,509.0,3341.45,118.39
78805,108-VN-T30,FPQ-6818,SCMS-98052,ASN-11312,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/11,2/15/11,27-Jul-11,27-Jul-11,27-Jul-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1612,10478.0,6.5,0.22,Mylan (formerly Matrix) Nashik,Yes,111.0,7457.19,17.29
78839,108-VN-T30,FPQ-12051,SCMS-188651,ASN-24041,Vietnam,PMO - US,Direct Drop,EXW,Air,5/3/13,11/28/13,30-May-14,30-May-14,31-May-14,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,12000,48000.0,4.0,0.13,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,59.38
78946,113-ZW-T30,FPQ-13939,SCMS-234720,ASN-26120,Zimbabwe,PMO - US,Direct Drop,EXW,Air,4/1/14,5/8/14,14-Jun-14,14-Jun-14,16-Jun-14,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,24540,114111.0,4.65,0.16,"Aurobindo Unit VII, IN",Yes,2448.0,20407.95,117.31
79022,116-ZA-T30,FPQ-13214,SCMS-215410,ASN-23875,South Africa,PMO - US,Direct Drop,DDP,Truck,11/14/13,12/2/13,13-Jan-14,13-Jan-14,13-Jan-14,ARV,Adult,S. BUYS WHOLESALER,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,152,2218.99,14.6,0.49,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,2.28
79111,116-ZA-T30,FPQ-3596,SCMS-50373,ASN-6207,South Africa,PMO - US,Direct Drop,DDP,Truck,5/7/09,9/22/09,15-Feb-10,15-Feb-10,15-Feb-10,ARV,Adult,"JSI R&T INSTITUTE, INC.","Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1130,31894.32,28.23,0.47,"Aurobindo Unit III, India",Yes,3424.441305712492,11103.234819296547,62.51
79173,108-VN-T30,FPQ-15692,SCMS-274370,ASN-32258,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,13-Jul-15,13-Jul-15,14-Jul-15,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,5120,51200.0,10.0,0.33,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,60.26
79193,106-HT-T30,FPQ-9621,SCMS-147120,ASN-15787,Haiti,PMO - US,Direct Drop,FCA,Air,4/20/12,6/12/12,8-Aug-12,8-Aug-12,8-Aug-12,ARV,Pediatric,SYSMEX AMERICA INC,"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,216,1596.24,7.39,0.12,ABBVIE Ludwigshafen Germany,Yes,24.0,4059.85,2.24
79236,108-VN-T30,FPQ-15692,SCMS-274360,ASN-32782,Vietnam,PMO - US,Direct Drop,EXW,Air,1/28/15,2/17/15,30-Jul-15,2-Aug-15,3-Aug-15,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,12816,103809.6,8.1,0.13,Mylan (formerly Matrix) Nashik,Yes,3424.441305712492,11103.234819296547,122.18
79271,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27975,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1,9.85,9.85,0.16,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,0.01
79283,108-VN-T30,FPQ-14516,SCMS-251680,ASN-29384,Vietnam,PMO - US,Direct Drop,EXW,Air,7/9/14,8/11/14,24-Dec-14,24-Dec-14,24-Dec-14,ARV,Adult,HETERO LABS LIMITED,"Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate 600/300/300mg, tablets, 30 Tabs",Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate,Generic,600/300/300mg,Tablet - FDC,30,15840,166320.0,10.5,0.35,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,170.98
79352,108-VN-T30,FPQ-8428,SCMS-123520,ASN-13475,Vietnam,PMO - US,Direct Drop,EXW,Air,9/21/11,10/4/11,1-Mar-12,1-Mar-12,1-Mar-12,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,14789,117572.55,7.95,0.13,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,193.99
79361,116-ZA-T30,FPQ-12522,SCMS-199289,ASN-28036,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/29/14,29-Aug-14,29-Aug-14,29-Aug-14,ARV,Pediatric,S. BUYS WHOLESALER,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,75,1952.27,26.03,0.29,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,2.41
79445,102-SD-T30,FPQ-8264,SCMS-121841,ASN-12829,Sudan,PMO - US,Direct Drop,EXW,Air,9/7/11,9/14/11,6-Jan-12,6-Jan-12,6-Jan-12,HRDT,HIV test - Ancillary,"Orgenics, Ltd","Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs","HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs",Determine,,Test kit - Ancillary,100,4,32.0,8.0,0.08,"Alere Medical Co., Ltd.",Yes,3424.441305712492,878.34,0.05
79471,116-ZA-T30,FPQ-13035,SCMS-215370,ASN-24415,South Africa,PMO - US,Direct Drop,DDP,Truck,10/8/13,12/2/13,6-Feb-14,6-Feb-14,6-Feb-14,ARV,Adult,S. BUYS WHOLESALER,"Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,344,7955.07,23.13,0.19,ABBVIE Ludwigshafen Germany,No,3424.441305712492,11103.234819296547,9.84
79679,108-VN-T30,FPQ-13976,SCMS-236070,ASN-28062,Vietnam,PMO - US,Direct Drop,EXW,Air,4/8/14,4/30/14,7-Nov-14,7-Nov-14,8-Nov-14,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,8500,14620.0,1.72,0.03,"Micro labs, Verna, Goa, India",No,3424.441305712492,11103.234819296547,15.03
79701,109-TZ-T30,FPQ-12540,SCMS-198780,ASN-20861,Tanzania,PMO - US,Direct Drop,EXW,Air,7/3/13,7/16/13,24-Sep-13,27-Sep-13,27-Sep-13,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,7255,58983.15,8.13,0.14,"Aurobindo Unit III, India",Yes,917.0,4676.61,72.96
79785,116-ZA-T30,FPQ-13973,SCMS-238551,ASN-26882,South Africa,PMO - US,Direct Drop,DDP,Truck,4/30/14,6/25/14,25-Jun-14,25-Jun-14,25-Jun-14,ARV,Pediatric,PHARMACY DIRECT,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,20,471.74,23.59,0.26,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.48
79791,116-ZA-T30,FPQ-14942,SCMS-259078,ASN-33470,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,10/9/14,24-Jul-15,24-Jul-15,24-Jul-15,ARV,Adult,PHARMACY DIRECT,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,14,270.58,19.33,0.32,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.28
79837,104-CI-T30,FPQ-12806,SCMS-206520,ASN-23388,Côte d'Ivoire,PMO - US,Direct Drop,FCA,Air,8/9/13,9/17/13,10-Jan-14,10-Jan-14,10-Jan-14,ARV,Pediatric,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),"Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,4400,26136.0,5.94,0.1,ABBVIE Ludwigshafen Germany,Yes,505.0,5335.6,32.33
79890,108-VN-T30,FPQ-9001,SCMS-131700,ASN-14757,Vietnam,PMO - US,Direct Drop,EXW,Air,12/15/11,1/16/12,15-May-12,15-May-12,15-May-12,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,9679,47911.05,4.95,0.16,Mylan (formerly Matrix) Nashik,No,3424.441305712492,11103.234819296547,67.17
79910,116-ZA-T30,FPQ-12522,SCMS-199283,ASN-27980,South Africa,PMO - US,Direct Drop,DDP,Truck,7/11/13,8/27/14,27-Aug-14,27-Aug-14,27-Aug-14,ARV,Adult,S. BUYS WHOLESALER,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,10,278.26,27.83,0.46,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.34
80005,108-VN-T30,FPQ-15040,SCMS-263670,ASN-30942,Vietnam,PMO - US,Direct Drop,EXW,Air,10/30/14,12/8/14,14-Apr-15,14-Apr-15,14-Apr-15,ARV,Adult,HETERO LABS LIMITED,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,14000,49700.0,3.55,0.12,Hetero Unit III Hyderabad IN,No,3424.441305712492,11103.234819296547,51.09
80019,116-ZA-T30,FPQ-5535,SCMS-71491,ASN-7427,South Africa,PMO - US,Direct Drop,DDP,Truck,4/19/10,4/21/10,11-Jun-10,11-Jun-10,11-Jun-10,ARV,Pediatric,S. BUYS WHOLESALER,"Ritonavir 80mg/ml [Norvir], oral solution, cool, Bottle, 90 ml",Ritonavir,Norvir,80mg/ml,Oral solution,90,2,28.33,14.16,0.16,ABBVIE (Abbott) France,Yes,3424.441305712492,11103.234819296547,0.06
80040,108-VN-T30,FPQ-3896,SCMS-48270,ASN-5131,Vietnam,PMO - US,Direct Drop,EXW,Air,6/25/09,6/26/09,26-Oct-09,26-Oct-09,26-Oct-09,ARV,Adult,Aurobindo Pharma Limited,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,27480,65952.0,2.4,0.04,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,129.27
80070,108-VN-T30,FPQ-6818,SCMS-98053,ASN-11409,Vietnam,PMO - US,Direct Drop,EXW,Air,1/17/11,2/15/11,27-Jul-11,27-Jul-11,27-Jul-11,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,11594,127534.0,11.0,0.18,Mylan (formerly Matrix) Nashik,Yes,1615.0,9502.5,210.43
80072,108-VN-T30,FPQ-11417,SCMS-174360,ASN-19383,Vietnam,PMO - US,Direct Drop,EXW,Air,1/10/13,1/22/13,28-May-13,28-May-13,28-May-13,ARV,Adult,MICRO LABS LIMITED,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,34900,63169.0,1.81,0.03,"Micro labs, Verna, Goa, India",Yes,1588.0,11413.52,78.14
80086,901-CM-T30,FPQ-12837,SCMS-204360,ASN-21529,Cameroon,PMO - US,Direct Drop,EXW,Air,8/19/13,8/23/13,26-Sep-13,26-Sep-13,26-Sep-13,ARV,Adult,CIPLA LIMITED,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,7854,51757.86,6.59,0.11,"Cipla, Goa, India",Yes,803.0,7032.5,64.02
80105,114-UG-T30,FPQ-13116,SCMS-212410,ASN-23225,Uganda,PMO - US,Direct Drop,EXW,Air,10/23/13,10/30/13,17-Jan-14,17-Jan-14,22-Jan-14,ARV,Pediatric,CIPLA LIMITED,"Lamivudine/Nevirapine/Zidovudine 30/50/60mg, dispersible tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,30/50/60mg,Chewable/dispersible tablet - FDC,60,6200,24800.0,4.0,0.07,"Cipla, Goa, India",Yes,597.0,2905.49,25.49
80175,106-HT-T30,FPQ-9636,SCMS-148360,ASN-16560,Haiti,PMO - US,Direct Drop,EXW,Ocean,5/14/12,7/3/12,20-Dec-12,20-Dec-12,20-Dec-12,ARV,Adult,Aurobindo Pharma Limited,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,35616,126436.8,3.55,0.12,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,177.26
80216,116-ZA-T30,FPQ-14942,SCMS-259071,ASN-29597,South Africa,PMO - US,Direct Drop,DDP,Truck,9/11/14,11/28/14,28-Nov-14,28-Nov-14,28-Nov-14,ARV,Adult,PHARMACY DIRECT,"Didanosine 400mg, delayed-release capsules, 30 Caps",Didanosine,Generic,400mg,Delayed-release capsules,30,7,99.53,14.22,0.47,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296547,0.1
80250,108-VN-T30,FPQ-4719,SCMS-62250,ASN-6598,Vietnam,PMO - US,Direct Drop,EXW,Air,1/4/10,1/7/10,17-May-10,17-May-10,17-May-10,ARV,Adult,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,1344,10080.0,7.5,0.25,Mylan (formerly Matrix) Nashik,Yes,86.0,3573.32,21.73
80270,111-MZ-T30,FPQ-11915,SCMS-185200,ASN-21425,Mozambique,PMO - US,Direct Drop,EXW,Air,3/20/13,4/11/13,9-Oct-13,9-Oct-13,6-Nov-13,ARV,Adult,STRIDES ARCOLAB LIMITED,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,13168,38450.56,2.92,0.05,"Strides, Bangalore, India.",Yes,834.0,3574.24,47.56
